,IID,00:00,02:02,01:01,03:01,02:24
773,HLA_774,0,1,0,1,0
774,HLA_775,1,1,0,0,0
775,HLA_776,1,1,0,0,0
776,HLA_777,1,1,0,0,0
777,HLA_778,2,0,0,0,0
778,HLA_779,2,0,0,0,0
779,HLA_780,1,1,0,0,0
780,HLA_781,2,0,0,0,0
781,HLA_782,1,0,0,1,0
782,HLA_783,2,0,0,0,0
783,HLA_784,1,0,1,0,0
784,HLA_785,2,0,0,0,0
785,HLA_786,2,0,0,0,0
786,HLA_787,2,0,0,0,0
787,HLA_788,1,0,1,0,0
788,HLA_789,0,1,1,0,0
789,HLA_790,1,0,0,1,0
790,HLA_791,1,1,0,0,0
791,HLA_792,2,0,0,0,0
792,HLA_793,2,0,0,0,0
793,HLA_794,1,1,0,0,0
794,HLA_795,1,1,0,0,0
795,HLA_796,1,1,0,0,0
796,HLA_797,1,0,0,1,0
797,HLA_798,1,0,1,0,0
798,HLA_799,0,1,1,0,0
799,HLA_800,0,2,0,0,0
800,HLA_801,0,1,0,1,0
801,HLA_802,2,0,0,0,0
802,HLA_803,1,0,1,0,0
803,HLA_804,2,0,0,0,0
804,HLA_805,2,0,0,0,0
805,HLA_806,0,0,1,1,0
806,HLA_807,2,0,0,0,0
807,HLA_808,2,0,0,0,0
808,HLA_809,2,0,0,0,0
809,HLA_810,1,1,0,0,0
810,HLA_811,1,0,0,1,0
811,HLA_812,2,0,0,0,0
812,HLA_813,2,0,0,0,0
813,HLA_814,0,2,0,0,0
814,HLA_815,1,0,1,0,0
815,HLA_816,0,1,1,0,0
816,HLA_817,2,0,0,0,0
817,HLA_818,1,1,0,0,0
818,HLA_819,2,0,0,0,0
819,HLA_820,1,0,0,1,0
820,HLA_821,2,0,0,0,0
821,HLA_822,2,0,0,0,0
822,HLA_823,2,0,0,0,0
823,HLA_824,1,0,0,1,0
824,HLA_825,0,2,0,0,0
825,HLA_826,1,1,0,0,0
826,HLA_827,2,0,0,0,0
827,HLA_828,1,0,1,0,0
828,HLA_829,1,1,0,0,0
829,HLA_830,0,1,1,0,0
830,HLA_831,1,0,1,0,0
831,HLA_832,0,2,0,0,0
832,HLA_833,1,0,0,1,0
833,HLA_834,1,1,0,0,0
834,HLA_835,2,0,0,0,0
835,HLA_836,1,1,0,0,0
836,HLA_837,2,0,0,0,0
837,HLA_838,2,0,0,0,0
838,HLA_839,2,0,0,0,0
839,HLA_840,2,0,0,0,0
840,HLA_841,2,0,0,0,0
841,HLA_842,1,1,0,0,0
842,HLA_843,1,1,0,0,0
843,HLA_844,1,1,0,0,0
844,HLA_845,2,0,0,0,0
845,HLA_846,1,0,1,0,0
846,HLA_847,2,0,0,0,0
847,HLA_848,1,1,0,0,0
848,HLA_849,0,2,0,0,0
849,HLA_850,2,0,0,0,0
850,HLA_851,2,0,0,0,0
851,HLA_852,2,0,0,0,0
852,HLA_853,1,0,1,0,0
853,HLA_854,1,1,0,0,0
854,HLA_855,1,0,0,1,0
855,HLA_856,1,1,0,0,0
856,HLA_857,1,1,0,0,0
857,HLA_858,1,1,0,0,0
858,HLA_859,1,0,1,0,0
859,HLA_860,2,0,0,0,0
860,HLA_861,1,1,0,0,0
861,HLA_862,2,0,0,0,0
862,HLA_863,1,0,1,0,0
863,HLA_864,1,0,1,0,0
864,HLA_865,1,0,1,0,0
865,HLA_866,1,0,1,0,0
866,HLA_867,2,0,0,0,0
867,HLA_868,1,0,0,1,0
868,HLA_869,2,0,0,0,0
869,HLA_870,1,0,1,0,0
870,HLA_871,2,0,0,0,0
871,HLA_872,2,0,0,0,0
872,HLA_873,1,0,1,0,0
873,HLA_874,2,0,0,0,0
874,HLA_875,2,0,0,0,0
875,HLA_876,0,0,2,0,0
876,HLA_877,0,2,0,0,0
877,HLA_878,2,0,0,0,0
878,HLA_879,2,0,0,0,0
879,HLA_880,2,0,0,0,0
880,HLA_881,2,0,0,0,0
881,HLA_882,1,0,0,1,0
882,HLA_883,2,0,0,0,0
883,HLA_884,0,1,0,1,0
884,HLA_885,1,0,1,0,0
885,HLA_886,2,0,0,0,0
886,HLA_887,1,1,0,0,0
887,HLA_888,2,0,0,0,0
888,HLA_889,1,0,1,0,0
889,HLA_890,2,0,0,0,0
890,HLA_891,1,1,0,0,0
891,HLA_892,1,0,1,0,0
892,HLA_893,2,0,0,0,0
893,HLA_894,0,1,0,1,0
894,HLA_895,0,1,1,0,0
895,HLA_896,1,1,0,0,0
896,HLA_897,2,0,0,0,0
897,HLA_898,1,1,0,0,0
898,HLA_899,0,2,0,0,0
899,HLA_900,2,0,0,0,0
900,HLA_901,2,0,0,0,0
901,HLA_902,2,0,0,0,0
902,HLA_903,2,0,0,0,0
903,HLA_904,1,1,0,0,0
904,HLA_905,1,1,0,0,0
905,HLA_906,2,0,0,0,0
906,HLA_907,1,1,0,0,0
907,HLA_908,1,1,0,0,0
908,HLA_909,1,1,0,0,0
909,HLA_910,0,1,0,1,0
910,HLA_911,1,1,0,0,0
911,HLA_912,1,0,1,0,0
912,HLA_913,1,0,1,0,0
913,HLA_914,2,0,0,0,0
914,HLA_915,2,0,0,0,0
915,HLA_916,1,1,0,0,0
916,HLA_917,2,0,0,0,0
917,HLA_918,0,2,0,0,0
918,HLA_919,2,0,0,0,0
919,HLA_920,1,0,1,0,0
920,HLA_921,1,0,1,0,0
921,HLA_922,2,0,0,0,0
922,HLA_923,1,0,0,1,0
923,HLA_924,1,0,0,1,0
924,HLA_925,1,0,1,0,0
925,HLA_926,1,0,0,1,0
926,HLA_927,1,0,1,0,0
927,HLA_928,0,1,1,0,0
928,HLA_929,2,0,0,0,0
929,HLA_930,1,1,0,0,0
930,HLA_931,1,1,0,0,0
931,HLA_932,2,0,0,0,0
932,HLA_933,2,0,0,0,0
933,HLA_934,1,1,0,0,0
934,HLA_935,1,1,0,0,0
935,HLA_936,2,0,0,0,0
936,HLA_937,2,0,0,0,0
937,HLA_938,2,0,0,0,0
938,HLA_939,0,2,0,0,0
939,HLA_940,1,0,1,0,0
940,HLA_941,1,0,1,0,0
941,HLA_942,1,1,0,0,0
942,HLA_943,2,0,0,0,0
943,HLA_944,0,0,2,0,0
944,HLA_945,1,0,1,0,0
945,HLA_946,2,0,0,0,0
946,HLA_947,2,0,0,0,0
947,HLA_948,2,0,0,0,0
948,HLA_949,2,0,0,0,0
949,HLA_950,1,0,1,0,0
950,HLA_951,0,1,1,0,0
951,HLA_952,1,0,1,0,0
952,HLA_953,1,1,0,0,0
953,HLA_954,1,1,0,0,0
954,HLA_955,2,0,0,0,0
955,HLA_956,1,1,0,0,0
956,HLA_957,1,1,0,0,0
957,HLA_958,2,0,0,0,0
958,HLA_959,2,0,0,0,0
959,HLA_960,2,0,0,0,0
960,HLA_961,2,0,0,0,0
961,HLA_962,2,0,0,0,0
962,HLA_963,1,0,0,1,0
963,HLA_964,0,1,1,0,0
964,HLA_965,2,0,0,0,0
965,HLA_966,1,1,0,0,0
966,HLA_967,1,1,0,0,0
967,HLA_968,2,0,0,0,0
968,HLA_969,2,0,0,0,0
969,HLA_970,2,0,0,0,0
970,HLA_971,2,0,0,0,0
971,HLA_972,2,0,0,0,0
972,HLA_973,0,2,0,0,0
973,HLA_974,0,0,2,0,0
974,HLA_975,0,2,0,0,0
975,HLA_976,1,0,0,1,0
976,HLA_977,2,0,0,0,0
977,HLA_978,1,1,0,0,0
978,HLA_979,2,0,0,0,0
979,HLA_980,0,1,1,0,0
980,HLA_981,2,0,0,0,0
981,HLA_982,1,1,0,0,0
982,HLA_983,2,0,0,0,0
983,HLA_984,1,1,0,0,0
984,HLA_985,2,0,0,0,0
985,HLA_986,1,0,1,0,0
986,HLA_987,2,0,0,0,0
987,HLA_988,1,1,0,0,0
988,HLA_989,0,0,2,0,0
989,HLA_990,2,0,0,0,0
990,HLA_991,2,0,0,0,0
991,HLA_992,1,1,0,0,0
992,HLA_993,2,0,0,0,0
993,HLA_994,1,1,0,0,0
994,HLA_995,2,0,0,0,0
995,HLA_996,1,0,1,0,0
996,HLA_997,1,0,1,0,0
997,HLA_998,1,1,0,0,0
998,HLA_999,1,1,0,0,0
999,HLA_1000,0,1,1,0,0
1000,HLA_1001,1,1,0,0,0
1001,HLA_1002,1,1,0,0,0
1002,HLA_1003,2,0,0,0,0
1003,HLA_1004,1,1,0,0,0
1004,HLA_1005,2,0,0,0,0
1005,HLA_1006,2,0,0,0,0
1006,HLA_1007,1,1,0,0,0
1007,HLA_1008,2,0,0,0,0
1008,HLA_1009,1,0,1,0,0
1009,HLA_1010,2,0,0,0,0
1010,HLA_1011,1,1,0,0,0
1011,HLA_1012,1,0,1,0,0
1012,HLA_1013,2,0,0,0,0
1013,HLA_1014,2,0,0,0,0
1014,HLA_1015,0,2,0,0,0
1015,HLA_1016,1,1,0,0,0
1016,HLA_1017,2,0,0,0,0
1017,HLA_1018,1,1,0,0,0
1018,HLA_1019,0,1,0,1,0
1019,HLA_1020,0,1,1,0,0
1020,HLA_1021,1,0,1,0,0
1021,HLA_1022,2,0,0,0,0
1022,HLA_1023,2,0,0,0,0
1023,HLA_1024,1,0,0,1,0
1024,HLA_1025,0,1,1,0,0
1025,HLA_1026,1,1,0,0,0
1026,HLA_1027,2,0,0,0,0
1027,HLA_1028,1,1,0,0,0
1028,HLA_1029,2,0,0,0,0
1029,HLA_1030,2,0,0,0,0
1030,HLA_1031,2,0,0,0,0
1031,HLA_1032,2,0,0,0,0
1032,HLA_1033,1,0,1,0,0
1033,HLA_1034,2,0,0,0,0
1034,HLA_1035,2,0,0,0,0
1035,HLA_1036,0,2,0,0,0
1036,HLA_1037,1,1,0,0,0
1037,HLA_1038,2,0,0,0,0
1038,HLA_1039,2,0,0,0,0
1039,HLA_1040,1,0,1,0,0
1040,HLA_1041,0,0,1,1,0
1041,HLA_1042,2,0,0,0,0
1042,HLA_1043,2,0,0,0,0
1043,HLA_1044,1,0,1,0,0
1044,HLA_1045,2,0,0,0,0
1045,HLA_1046,1,1,0,0,0
1046,HLA_1047,2,0,0,0,0
1047,HLA_1048,1,0,1,0,0
1048,HLA_1049,2,0,0,0,0
1049,HLA_1050,1,0,0,1,0
1050,HLA_1051,2,0,0,0,0
1051,HLA_1052,2,0,0,0,0
1052,HLA_1053,2,0,0,0,0
1053,HLA_1054,2,0,0,0,0
1054,HLA_1055,2,0,0,0,0
1055,HLA_1056,2,0,0,0,0
1056,HLA_1057,2,0,0,0,0
1057,HLA_1058,2,0,0,0,0
1058,HLA_1059,1,1,0,0,0
1059,HLA_1060,2,0,0,0,0
1060,HLA_1061,1,1,0,0,0
1061,HLA_1062,2,0,0,0,0
1062,HLA_1063,2,0,0,0,0
1063,HLA_1064,0,2,0,0,0
1064,HLA_1065,2,0,0,0,0
1065,HLA_1066,1,1,0,0,0
1066,HLA_1067,1,0,1,0,0
1067,HLA_1068,1,0,1,0,0
1068,HLA_1069,2,0,0,0,0
1069,HLA_1070,2,0,0,0,0
1070,HLA_1071,2,0,0,0,0
1071,HLA_1072,1,0,1,0,0
1072,HLA_1073,2,0,0,0,0
1073,HLA_1074,2,0,0,0,0
1074,HLA_1075,2,0,0,0,0
1075,HLA_1076,2,0,0,0,0
1076,HLA_1077,1,1,0,0,0
1077,HLA_1078,2,0,0,0,0
1078,HLA_1079,0,0,2,0,0
1079,HLA_1080,2,0,0,0,0
1080,HLA_1081,1,0,1,0,0
1081,HLA_1082,2,0,0,0,0
1082,HLA_1083,0,2,0,0,0
1083,HLA_1084,2,0,0,0,0
1084,HLA_1085,1,0,0,1,0
1085,HLA_1086,1,0,1,0,0
1086,HLA_1087,2,0,0,0,0
1087,HLA_1088,1,0,0,1,0
1088,HLA_1089,1,0,1,0,0
1089,HLA_1090,1,0,1,0,0
1090,HLA_1091,1,1,0,0,0
1091,HLA_1092,0,1,1,0,0
1092,HLA_1093,1,1,0,0,0
1093,HLA_1094,1,1,0,0,0
1094,HLA_1095,1,0,0,1,0
1095,HLA_1096,1,1,0,0,0
1096,HLA_1097,0,1,0,1,0
1097,HLA_1098,1,1,0,0,0
1098,HLA_1099,1,0,0,1,0
1099,HLA_1100,1,0,1,0,0
1100,HLA_1101,2,0,0,0,0
1101,HLA_1102,2,0,0,0,0
1102,HLA_1103,2,0,0,0,0
1103,HLA_1104,2,0,0,0,0
1104,HLA_1105,1,0,1,0,0
1105,HLA_1106,2,0,0,0,0
1106,HLA_1107,1,1,0,0,0
1107,HLA_1108,2,0,0,0,0
1108,HLA_1109,2,0,0,0,0
1109,HLA_1110,2,0,0,0,0
1110,HLA_1111,2,0,0,0,0
1111,HLA_1112,2,0,0,0,0
1112,HLA_1113,2,0,0,0,0
1113,HLA_1114,2,0,0,0,0
1114,HLA_1115,1,0,1,0,0
1115,HLA_1116,1,0,1,0,0
1116,HLA_1117,2,0,0,0,0
1117,HLA_1118,1,1,0,0,0
1118,HLA_1119,2,0,0,0,0
1119,HLA_1120,1,1,0,0,0
1120,HLA_1121,1,1,0,0,0
1121,HLA_1122,0,0,1,1,0
1122,HLA_1123,2,0,0,0,0
1123,HLA_1124,1,1,0,0,0
1124,HLA_1125,1,1,0,0,0
1125,HLA_1126,1,1,0,0,0
1126,HLA_1127,1,0,0,1,0
1127,HLA_1128,2,0,0,0,0
1128,HLA_1129,2,0,0,0,0
1129,HLA_1130,1,1,0,0,0
1130,HLA_1131,1,1,0,0,0
1131,HLA_1132,1,0,0,1,0
1132,HLA_1133,2,0,0,0,0
1133,HLA_1134,1,0,1,0,0
1134,HLA_1135,1,1,0,0,0
1135,HLA_1136,1,1,0,0,0
1136,HLA_1137,1,1,0,0,0
1137,HLA_1138,1,1,0,0,0
1138,HLA_1139,1,0,1,0,0
1139,HLA_1140,1,1,0,0,0
1140,HLA_1141,2,0,0,0,0
1141,HLA_1142,2,0,0,0,0
1142,HLA_1143,2,0,0,0,0
1143,HLA_1144,1,0,1,0,0
1144,HLA_1145,2,0,0,0,0
1145,HLA_1146,1,0,1,0,0
1146,HLA_1147,2,0,0,0,0
1147,HLA_1148,0,1,1,0,0
1148,HLA_1149,1,0,1,0,0
1149,HLA_1150,1,1,0,0,0
1150,HLA_1151,1,1,0,0,0
1151,HLA_1152,2,0,0,0,0
1152,HLA_1153,2,0,0,0,0
1153,HLA_1154,1,1,0,0,0
1154,HLA_1155,1,0,1,0,0
1155,HLA_1156,2,0,0,0,0
1156,HLA_1157,2,0,0,0,0
1157,HLA_1158,1,1,0,0,0
1158,HLA_1159,1,1,0,0,0
1159,HLA_1160,0,2,0,0,0
1160,HLA_1161,1,1,0,0,0
1161,HLA_1162,1,0,1,0,0
1162,HLA_1163,1,1,0,0,0
1163,HLA_1164,1,0,1,0,0
1164,HLA_1165,1,0,1,0,0
1165,HLA_1166,2,0,0,0,0
1166,HLA_1167,2,0,0,0,0
1167,HLA_1168,1,0,1,0,0
1168,HLA_1169,2,0,0,0,0
1169,HLA_1170,2,0,0,0,0
1170,HLA_1171,0,1,0,1,0
1171,HLA_1172,2,0,0,0,0
1172,HLA_1173,2,0,0,0,0
1173,HLA_1174,1,0,1,0,0
1174,HLA_1175,2,0,0,0,0
1175,HLA_1176,0,0,2,0,0
1176,HLA_1177,0,2,0,0,0
1177,HLA_1178,2,0,0,0,0
1178,HLA_1179,1,0,1,0,0
1179,HLA_1180,2,0,0,0,0
1180,HLA_1181,1,0,1,0,0
1181,HLA_1182,1,1,0,0,0
1182,HLA_1183,2,0,0,0,0
1183,HLA_1184,1,1,0,0,0
1184,HLA_1185,1,1,0,0,0
1185,HLA_1186,1,1,0,0,0
1186,HLA_1187,0,0,2,0,0
1187,HLA_1188,2,0,0,0,0
1188,HLA_1189,2,0,0,0,0
1189,HLA_1190,1,1,0,0,0
1190,HLA_1191,1,0,1,0,0
1191,HLA_1192,2,0,0,0,0
1192,HLA_1193,0,2,0,0,0
1193,HLA_1194,2,0,0,0,0
1194,HLA_1195,0,1,1,0,0
1195,HLA_1196,2,0,0,0,0
1196,HLA_1197,0,1,0,1,0
1197,HLA_1198,1,0,1,0,0
1198,HLA_1199,0,0,2,0,0
1199,HLA_1200,1,0,0,1,0
1200,HLA_1201,2,0,0,0,0
1201,HLA_1202,1,1,0,0,0
1202,HLA_1203,1,1,0,0,0
1203,HLA_1204,1,1,0,0,0
1204,HLA_1205,1,0,0,1,0
1205,HLA_1206,1,0,1,0,0
1206,HLA_1207,1,0,1,0,0
1207,HLA_1208,1,0,1,0,0
1208,HLA_1209,1,1,0,0,0
1209,HLA_1210,2,0,0,0,0
1210,HLA_1211,0,1,1,0,0
1211,HLA_1212,1,0,0,1,0
1212,HLA_1213,1,1,0,0,0
1213,HLA_1214,2,0,0,0,0
1214,HLA_1215,1,0,1,0,0
1215,HLA_1216,2,0,0,0,0
1216,HLA_1217,2,0,0,0,0
1217,HLA_1218,1,0,0,0,1
1218,HLA_1219,1,1,0,0,0
1219,HLA_1220,1,0,1,0,0
1220,HLA_1221,1,0,0,1,0
1221,HLA_1222,0,2,0,0,0
1222,HLA_1223,1,0,1,0,0
1223,HLA_1224,2,0,0,0,0
1224,HLA_1225,1,0,1,0,0
1225,HLA_1226,1,0,0,1,0
1226,HLA_1227,0,2,0,0,0
1227,HLA_1228,2,0,0,0,0
1228,HLA_1229,0,0,1,1,0
1229,HLA_1230,2,0,0,0,0
1230,HLA_1231,1,0,1,0,0
1231,HLA_1232,2,0,0,0,0
1232,HLA_1233,2,0,0,0,0
1233,HLA_1234,0,2,0,0,0
1234,HLA_1235,1,0,1,0,0
1235,HLA_1236,1,0,1,0,0
1236,HLA_1237,2,0,0,0,0
1237,HLA_1238,2,0,0,0,0
1238,HLA_1239,1,1,0,0,0
1239,HLA_1240,0,2,0,0,0
1240,HLA_1241,2,0,0,0,0
1241,HLA_1242,2,0,0,0,0
1242,HLA_1243,2,0,0,0,0
1243,HLA_1244,1,0,1,0,0
1244,HLA_1245,1,0,1,0,0
1245,HLA_1246,2,0,0,0,0
1246,HLA_1247,2,0,0,0,0
1247,HLA_1248,1,1,0,0,0
1248,HLA_1249,2,0,0,0,0
1249,HLA_1250,1,1,0,0,0
1250,HLA_1251,1,0,1,0,0
1251,HLA_1252,1,1,0,0,0
1252,HLA_1253,2,0,0,0,0
1253,HLA_1254,2,0,0,0,0
1254,HLA_1255,1,0,1,0,0
1255,HLA_1256,1,1,0,0,0
1256,HLA_1257,2,0,0,0,0
1257,HLA_1258,2,0,0,0,0
1258,HLA_1259,1,1,0,0,0
1259,HLA_1260,1,1,0,0,0
1260,HLA_1261,2,0,0,0,0
1261,HLA_1262,1,1,0,0,0
1262,HLA_1263,1,0,0,1,0
1263,HLA_1264,1,1,0,0,0
1264,HLA_1265,1,1,0,0,0
1265,HLA_1266,1,1,0,0,0
1266,HLA_1267,2,0,0,0,0
1267,HLA_1268,1,1,0,0,0
1268,HLA_1269,2,0,0,0,0
1269,HLA_1270,0,1,1,0,0
1270,HLA_1271,1,1,0,0,0
1271,HLA_1272,1,1,0,0,0
1272,HLA_1273,2,0,0,0,0
1273,HLA_1274,2,0,0,0,0
1274,HLA_1275,2,0,0,0,0
1275,HLA_1276,2,0,0,0,0
1276,HLA_1277,1,1,0,0,0
1277,HLA_1278,0,0,0,2,0
1278,HLA_1279,2,0,0,0,0
1279,HLA_1280,1,0,0,1,0
1280,HLA_1281,1,0,0,1,0
1281,HLA_1282,2,0,0,0,0
1282,HLA_1283,2,0,0,0,0
1283,HLA_1284,1,0,1,0,0
1284,HLA_1285,1,1,0,0,0
1285,HLA_1286,1,1,0,0,0
1286,HLA_1287,1,0,1,0,0
1287,HLA_1288,1,1,0,0,0
1288,HLA_1289,0,1,1,0,0
1289,HLA_1290,2,0,0,0,0
1290,HLA_1291,2,0,0,0,0
1291,HLA_1292,2,0,0,0,0
1292,HLA_1293,1,1,0,0,0
1293,HLA_1294,1,1,0,0,0
1294,HLA_1295,0,2,0,0,0
1295,HLA_1296,1,0,1,0,0
1296,HLA_1297,2,0,0,0,0
1297,HLA_1298,0,1,1,0,0
1298,HLA_1299,1,0,1,0,0
1299,HLA_1300,1,1,0,0,0
1300,HLA_1301,2,0,0,0,0
1301,HLA_1302,2,0,0,0,0
1302,HLA_1303,2,0,0,0,0
1303,HLA_1304,0,1,1,0,0
1304,HLA_1305,0,0,1,1,0
1305,HLA_1306,1,0,1,0,0
1306,HLA_1307,1,1,0,0,0
1307,HLA_1308,2,0,0,0,0
1308,HLA_1309,0,2,0,0,0
1309,HLA_1310,1,1,0,0,0
1310,HLA_1311,2,0,0,0,0
1311,HLA_1312,1,0,1,0,0
1312,HLA_1313,2,0,0,0,0
1313,HLA_1314,2,0,0,0,0
1314,HLA_1315,1,1,0,0,0
1315,HLA_1316,2,0,0,0,0
1316,HLA_1317,2,0,0,0,0
1317,HLA_1318,0,1,1,0,0
1318,HLA_1319,2,0,0,0,0
1319,HLA_1320,0,1,1,0,0
1320,HLA_1321,1,0,1,0,0
1321,HLA_1322,1,1,0,0,0
1322,HLA_1323,2,0,0,0,0
1323,HLA_1324,2,0,0,0,0
1324,HLA_1325,0,2,0,0,0
1325,HLA_1326,2,0,0,0,0
1326,HLA_1327,2,0,0,0,0
1327,HLA_1328,1,0,1,0,0
1328,HLA_1329,2,0,0,0,0
1329,HLA_1330,2,0,0,0,0
1330,HLA_1331,1,0,1,0,0
1331,HLA_1332,2,0,0,0,0
1332,HLA_1333,2,0,0,0,0
1333,HLA_1334,2,0,0,0,0
1334,HLA_1335,1,1,0,0,0
1335,HLA_1336,1,1,0,0,0
1336,HLA_1337,2,0,0,0,0
1337,HLA_1338,1,1,0,0,0
1338,HLA_1339,1,0,0,1,0
1339,HLA_1340,2,0,0,0,0
1340,HLA_1341,2,0,0,0,0
1341,HLA_1342,2,0,0,0,0
1342,HLA_1343,1,0,1,0,0
1343,HLA_1344,0,2,0,0,0
1344,HLA_1345,0,1,0,1,0
1345,HLA_1346,1,0,1,0,0
1346,HLA_1347,0,0,0,1,1
1347,HLA_1348,0,1,1,0,0
1348,HLA_1349,1,1,0,0,0
1349,HLA_1350,2,0,0,0,0
1350,HLA_1351,2,0,0,0,0
1351,HLA_1352,0,1,1,0,0
1352,HLA_1353,1,0,1,0,0
1353,HLA_1354,0,0,1,1,0
1354,HLA_1355,0,2,0,0,0
1355,HLA_1356,1,1,0,0,0
1356,HLA_1357,1,1,0,0,0
1357,HLA_1358,0,2,0,0,0
1358,HLA_1359,2,0,0,0,0
1359,HLA_1360,1,1,0,0,0
1360,HLA_1361,2,0,0,0,0
1361,HLA_1362,0,1,1,0,0
1362,HLA_1363,2,0,0,0,0
1363,HLA_1364,2,0,0,0,0
1364,HLA_1365,2,0,0,0,0
1365,HLA_1366,1,1,0,0,0
1366,HLA_1367,2,0,0,0,0
1367,HLA_1368,0,1,1,0,0
1368,HLA_1369,2,0,0,0,0
1369,HLA_1370,2,0,0,0,0
1370,HLA_1371,2,0,0,0,0
1371,HLA_1372,2,0,0,0,0
1372,HLA_1373,2,0,0,0,0
1373,HLA_1374,2,0,0,0,0
1374,HLA_1375,1,1,0,0,0
1375,HLA_1376,1,1,0,0,0
1376,HLA_1377,1,1,0,0,0
1377,HLA_1378,2,0,0,0,0
1378,HLA_1379,2,0,0,0,0
1379,HLA_1380,2,0,0,0,0
1380,HLA_1381,2,0,0,0,0
1381,HLA_1382,1,0,1,0,0
1382,HLA_1383,1,0,1,0,0
1383,HLA_1384,0,1,1,0,0
1384,HLA_1385,1,1,0,0,0
1385,HLA_1386,2,0,0,0,0
1386,HLA_1387,0,2,0,0,0
1387,HLA_1388,0,1,1,0,0
1388,HLA_1389,0,2,0,0,0
1389,HLA_1390,2,0,0,0,0
1390,HLA_1391,1,1,0,0,0
1391,HLA_1392,1,0,0,1,0
1392,HLA_1393,2,0,0,0,0
1393,HLA_1394,2,0,0,0,0
1394,HLA_1395,2,0,0,0,0
1395,HLA_1396,1,1,0,0,0
1396,HLA_1397,1,1,0,0,0
1397,HLA_1398,2,0,0,0,0
1398,HLA_1399,2,0,0,0,0
1399,HLA_1400,1,1,0,0,0
1400,HLA_1401,2,0,0,0,0
1401,HLA_1402,2,0,0,0,0
1402,HLA_1403,2,0,0,0,0
1403,HLA_1404,0,0,1,1,0
1404,HLA_1405,0,2,0,0,0
1405,HLA_1406,2,0,0,0,0
1406,HLA_1407,2,0,0,0,0
1407,HLA_1408,1,0,1,0,0
1408,HLA_1409,1,0,0,1,0
1409,HLA_1410,1,0,0,1,0
1410,HLA_1411,2,0,0,0,0
1411,HLA_1412,1,1,0,0,0
1412,HLA_1413,2,0,0,0,0
1413,HLA_1414,1,0,1,0,0
1414,HLA_1415,2,0,0,0,0
1415,HLA_1416,1,0,1,0,0
1416,HLA_1417,1,1,0,0,0
1417,HLA_1418,2,0,0,0,0
1418,HLA_1419,1,0,1,0,0
1419,HLA_1420,2,0,0,0,0
1420,HLA_1421,1,0,1,0,0
1421,HLA_1422,0,1,0,1,0
1422,HLA_1423,1,0,0,1,0
1423,HLA_1424,2,0,0,0,0
1424,HLA_1425,1,0,1,0,0
1425,HLA_1426,1,0,0,1,0
1426,HLA_1427,1,1,0,0,0
1427,HLA_1428,2,0,0,0,0
1428,HLA_1429,0,2,0,0,0
1429,HLA_1430,1,1,0,0,0
1430,HLA_1431,1,1,0,0,0
1431,HLA_1432,2,0,0,0,0
1432,HLA_1433,0,1,1,0,0
1433,HLA_1434,0,2,0,0,0
1434,HLA_1435,0,1,1,0,0
1435,HLA_1436,2,0,0,0,0
1436,HLA_1437,1,0,0,1,0
1437,HLA_1438,2,0,0,0,0
1438,HLA_1439,2,0,0,0,0
1439,HLA_1440,1,1,0,0,0
1440,HLA_1441,1,1,0,0,0
1441,HLA_1442,1,0,1,0,0
1442,HLA_1443,1,0,1,0,0
1443,HLA_1444,2,0,0,0,0
1444,HLA_1445,1,0,0,1,0
1445,HLA_1446,2,0,0,0,0
1446,HLA_1447,1,1,0,0,0
1447,HLA_1448,2,0,0,0,0
1448,HLA_1449,1,1,0,0,0
1449,HLA_1450,1,0,1,0,0
1450,HLA_1451,2,0,0,0,0
1451,HLA_1452,2,0,0,0,0
1452,HLA_1453,0,1,0,1,0
1453,HLA_1454,2,0,0,0,0
1454,HLA_1455,1,1,0,0,0
1455,HLA_1456,1,0,1,0,0
1456,HLA_1457,2,0,0,0,0
1457,HLA_1458,2,0,0,0,0
1458,HLA_1459,1,0,0,1,0
1459,HLA_1460,1,0,1,0,0
1460,HLA_1461,2,0,0,0,0
1461,HLA_1462,1,1,0,0,0
1462,HLA_1463,2,0,0,0,0
1463,HLA_1464,1,1,0,0,0
1464,HLA_1465,1,0,1,0,0
1465,HLA_1466,2,0,0,0,0
1466,HLA_1467,1,0,1,0,0
1467,HLA_1468,1,1,0,0,0
1468,HLA_1469,1,0,0,1,0
1469,HLA_1470,2,0,0,0,0
1470,HLA_1471,1,1,0,0,0
1471,HLA_1472,0,2,0,0,0
1472,HLA_1473,2,0,0,0,0
1473,HLA_1474,2,0,0,0,0
1474,HLA_1475,2,0,0,0,0
1475,HLA_1476,1,0,0,1,0
1476,HLA_1477,1,0,1,0,0
1477,HLA_1478,2,0,0,0,0
1478,HLA_1479,2,0,0,0,0
1479,HLA_1480,1,0,1,0,0
1480,HLA_1481,2,0,0,0,0
1481,HLA_1482,2,0,0,0,0
1482,HLA_1483,1,0,0,1,0
1483,HLA_1484,2,0,0,0,0
1484,HLA_1485,1,0,1,0,0
1485,HLA_1486,1,1,0,0,0
1486,HLA_1487,1,0,1,0,0
1487,HLA_1488,1,1,0,0,0
1488,HLA_1489,1,0,0,1,0
1489,HLA_1490,1,1,0,0,0
1490,HLA_1491,0,2,0,0,0
1491,HLA_1492,1,0,1,0,0
1492,HLA_1493,2,0,0,0,0
1493,HLA_1494,2,0,0,0,0
